	SARS004_mock_3	SARS004_mock_2	SARS004_mock_1	SARS004_CoV2_3	SARS004_CoV2_2	SARS004_CoV2_1	CoV002-mock3-indexG3	CoV002-mock2-indexG2	CoV002-mock1-indexG1	CoV002-CoV2-3-indexG6	CoV002-CoV2-2-indexG5	CoV002-CoV2-1-indexG4	svRNA184-mock-3-indexF3	svRNA184-mock-1-indexF1	svRNA184-RSV-3-indexH9	svRNA184-RSV-1-indexF4	3_9_mock1_13	3_9_mock2_14	3_9_wt1_15	3_9_wt2_16
SPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ARL4C	982	1001	1826	867	671	2345	3933	2057	1661	5390	4623	3292	2426	2558	1248	755	874	1673	1278	378
SH3BP4	1636	1663	2669	1532	1387	4025	2431	1443	1111	2951	2757	2144	1342	1334	532	335	481	851	802	256
AGAP1	429	350	599	388	319	997	1211	680	501	1279	1167	939	536	410	174	123	207	371	398	106
GBX2	0	0	0	0	0	1	76	31	36	93	85	53	41	28	11	17	17	30	13	6
ASB18	0	0	0	0	0	0	5	1	2	1	2	1	0	0	0	0	0	0	0	0
IQCA1	364	330	574	328	323	914	0	0	0	0	1	0	3	0	0	0	1	0	0	1
CXCR7	1274	1322	1800	1256	1071	3052	400	236	144	336	339	208	40	36	6	12	1	3	2	1
COPS8	522	422	818	394	416	1318	1241	671	468	1906	1203	924	677	732	196	90	267	614	791	148
COL6A3	6	3	1	4	0	0	0	0	3	0	4	5	0	0	1	1	0	1	0	3
MLPH	148	152	209	98	109	217	7317	4292	3304	7481	6912	5702	9185	7374	3146	2038	1368	2419	1782	641
PRLH	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	2
RAB17	35	55	68	48	49	110	3	0	0	6	6	1	20	15	1	2	3	1	0	0
LRRFIP1	4032	3279	5649	3080	3234	10407	2648	1517	1383	3593	2765	2258	2267	1938	531	385	753	1548	2290	404
RBM44	0	0	2	1	5	3	4	2	4	9	5	3	8	6	1	1	2	2	16	4
RAMP1	3	1	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2F	142	106	243	107	103	385	199	134	77	283	175	159	217	169	69	43	33	81	137	48
UBE2F-SCLY	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0
SCLY	0	0	0	0	0	0	3	2	4	1	9	1	0	0	0	0	0	2	0	0
ESPNL	1	0	0	0	0	1	14	12	10	8	9	7	59	25	6	3	4	4	1	1
KLHL30	2	1	1	1	3	0	5	9	4	6	5	2	8	13	2	3	2	2	1	1
ILKAP	153	123	170	109	158	371	688	429	370	893	801	570	765	535	167	143	132	298	253	81
LOC151174	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC643387	1	6	0	0	0	2	0	0	0	1	0	0	1	3	1	0	0	0	2	0
HES6	2	3	21	3	3	11	392	233	161	386	354	270	356	232	103	95	56	111	19	21
PER2	126	122	225	120	107	346	257	127	108	280	269	172	670	645	132	72	107	219	193	54
TRAF3IP1	667	593	957	517	577	1694	558	329	291	859	631	527	475	380	92	57	160	371	399	71
ASB1	356	282	538	404	331	984	1522	876	637	1563	1321	1047	696	485	175	145	266	456	230	89
LOC151171	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	0	0
TWIST2	3	1	10	6	3	14	211	110	104	207	243	159	185	160	54	34	42	111	71	20
FLJ43879	0	0	0	0	0	0	2	0	0	1	0	0	2	4	0	0	0	1	0	0
HDAC4	60	64	92	77	66	194	824	438	380	840	747	578	274	267	125	61	188	326	216	55
MIR4440	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR4441	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0
MGC16025	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MIR4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC150935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4786	2	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0
NDUFA10	939	785	1437	833	792	2499	2579	1380	1029	3191	2559	1802	2348	2104	675	451	492	1125	1189	322
OR6B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MYEOV2	305	325	425	283	182	654	1164	733	482	1343	1118	801	1200	966	417	279	144	309	170	91
OTOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC1	2126	2629	3263	2832	1407	4454	5214	2842	2175	4767	4852	3827	3051	2259	735	585	800	1551	510	332
PP14571	45	49	44	63	51	213	12	5	1	9	3	3	10	14	4	2	2	0	4	1
MIR149	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ANKMY1	61	51	58	26	27	77	429	225	164	412	407	300	467	374	124	89	63	125	109	27
DUSP28	6	3	6	7	6	11	186	99	64	192	178	122	187	139	64	43	46	76	25	12
RNPEPL1	193	214	308	215	133	437	2047	1111	860	1811	1800	1337	2839	2095	731	492	275	526	156	95
CAPN10	67	87	117	133	55	215	710	372	322	683	633	501	812	507	240	191	89	136	32	25
GPR35	1	0	2	3	2	3	54	27	18	56	34	22	222	147	53	25	5	13	1	3
AQP12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP12A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF1A	0	0	0	1	1	3	37	14	13	26	36	19	13	7	4	3	5	15	8	1
AGXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf54	56	84	84	129	69	356	0	0	0	0	0	1	2	1	1	0	0	1	0	1
LOC200772	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SNED1	4	8	5	0	1	5	54	28	20	54	38	21	41	43	20	13	3	11	13	3
MTERFD2	630	598	877	554	508	1541	616	370	269	824	635	484	794	628	181	119	152	280	219	65
PASK	68	88	105	76	72	171	856	488	321	889	833	712	460	274	95	82	132	231	210	47
PPP1R7	1054	1006	1765	865	915	2822	1463	875	650	1952	1517	1119	1698	1286	521	330	253	590	702	115
ANO7	17	14	19	17	6	47	54	28	27	56	61	44	53	28	24	9	7	9	11	0
HDLBP	11935	10047	16721	9929	10171	30181	14412	8312	6651	16763	15359	11655	10081	8136	2557	2008	2598	4558	6687	1374
SEPT2	10558	9253	14821	7786	8798	24722	12009	6545	4779	17884	12355	9550	7011	6858	2208	1063	2515	5388	6860	1504
FARP2	219	198	299	237	223	576	383	218	198	462	375	325	296	267	68	62	75	142	135	23
STK25	939	794	1209	1223	945	2714	2245	1371	1098	2433	2387	1772	1935	1422	517	394	358	630	420	182
BOK-AS1	0	1	1	0	0	0	4	0	0	1	2	2	2	2	0	0	1	1	2	0
BOK	276	300	351	332	231	928	718	434	303	745	808	579	472	353	130	109	89	184	35	44
THAP4	395	385	523	433	330	961	1262	794	557	1420	1382	1067	1283	931	310	228	279	464	389	127
ATG4B	555	518	752	580	578	1489	1071	632	526	1286	1158	958	1370	1114	432	300	174	341	271	84
DTYMK	110	109	129	108	83	251	2687	1650	1178	2918	2652	2079	1251	963	238	181	456	903	583	290
ING5	144	151	239	165	192	482	567	321	236	555	543	474	603	563	149	87	104	174	172	43
D2HGDH	65	98	81	90	41	176	553	316	209	554	527	454	954	672	312	207	70	110	58	12
GAL3ST2	1	0	0	0	0	0	18	11	11	9	30	10	55	31	16	4	7	4	4	1
NEU4	0	0	0	0	0	0	19	8	6	8	7	11	79	47	16	15	1	1	0	0
PDCD1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CXXC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC728323	26	24	35	25	26	51	31	8	12	50	40	30	25	11	2	3	1	22	34	0
DEFB125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEFB126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf96	49	56	94	35	40	106	400	240	164	535	375	360	835	635	261	167	69	156	244	60
ZCCHC3	109	122	207	137	115	283	1011	561	442	1215	1124	888	826	748	197	136	221	410	325	80
SOX12	257	259	361	235	206	526	2308	1217	1028	2400	2143	1735	3168	2201	793	458	400	833	342	105
NRSN2	98	133	143	120	101	342	1800	1043	786	1900	1836	1354	1698	1272	553	417	237	531	122	99
TRIB3	81	58	92	90	59	236	4501	2631	2034	4525	4278	3225	3254	2256	1178	737	628	1182	1068	406
RBCK1	381	398	568	490	303	960	5144	2924	2264	5174	4933	3988	5400	3801	4317	2412	616	1203	488	187
TBC1D20	684	638	987	632	573	1842	1858	1131	850	2239	1954	1480	1565	1224	506	385	352	654	610	152
CSNK2A1	1776	1581	2976	1498	1592	4799	2863	1495	1157	4310	3117	2458	1523	1364	676	304	694	1445	1741	306
TCF15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRXN1	1144	1070	1510	946	971	2915	7103	4000	3239	8463	7681	5484	5241	4690	1364	1025	1586	2656	1905	575
SCRT2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
SLC52A3	7	18	17	11	19	57	21	17	15	29	34	16	65	61	25	10	1	3	2	0
FAM110A	88	100	182	98	82	279	265	114	105	205	192	155	156	158	48	30	48	62	28	15
ANGPT4	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
RSPO4	0	0	0	1	0	11	0	1	0	0	0	0	6	0	2	0	0	0	1	0
PSMF1	1733	1623	2145	1725	1526	4818	2820	1585	1275	3092	2906	2211	3226	2457	1251	753	553	1115	1049	306
TMEM74B	30	31	55	28	32	124	82	40	36	118	81	75	426	407	136	118	17	19	5	2
C20orf202	0	0	0	0	0	0	5	0	0	0	0	0	2	2	0	0	0	0	2	0
RAD21L1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0
SNPH	130	125	160	126	90	281	400	244	162	432	384	298	507	399	139	97	66	137	46	25
SDCBP2	2	4	5	2	3	3	3	2	0	1	3	0	4	0	0	0	0	0	0	0
FKBP1A-SDCBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDCBP2-AS1	25	17	30	13	9	27	68	37	25	86	54	35	78	102	45	30	12	41	55	12
FKBP1A	4607	4341	8026	3711	3576	11962	4436	2415	1579	5770	4154	3026	4951	3993	2080	887	1057	2156	2716	858
NSFL1C	1308	1186	1866	1305	1259	3884	2426	1446	1161	2918	2635	1985	2497	1833	926	660	515	1113	1079	263
SIRPB2	82	65	80	74	62	222	0	0	1	2	1	0	0	0	0	0	0	0	0	0
SIRPD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRPB1	53	65	77	61	61	220	18	11	9	26	23	18	2	2	4	2	3	6	9	0
SIRPG	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0
LOC100289473	4	4	2	4	2	11	1	0	0	3	1	0	1	1	0	0	0	1	0	0
SIRPA	2550	2559	3256	2207	2245	6032	2446	1456	1156	2430	2231	1795	1997	1682	858	517	334	648	450	170
PDYN	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1
STK35	706	670	1106	632	613	1811	1058	593	444	1212	1042	788	1018	684	245	148	239	377	188	81
TGM3	0	1	0	0	0	3	1	2	2	3	3	0	31	7	6	3	0	0	0	2
TGM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPB	1187	1005	1866	1114	931	2947	12349	7635	5067	14027	12891	9180	10630	7184	2838	2117	2144	4236	1402	744
SNORD119	2	1	4	1	1	0	6	3	0	5	2	3	7	11	2	1	0	0	1	0
ZNF343	423	375	535	370	385	1113	477	254	207	631	538	403	580	452	115	95	84	200	196	33
TMC2	0	0	0	0	0	0	3	1	0	5	1	1	8	10	0	0	1	0	1	0
NOP56	1504	1253	1943	1314	1451	4339	5405	2996	2320	6671	5824	4130	5383	3635	1420	1131	991	2008	2966	673
MIR1292	0	0	0	0	0	0	1	1	0	2	0	1	0	1	0	0	1	0	0	0
SNORD110	4	3	6	3	3	4	33	20	16	33	28	33	31	25	5	10	6	7	1	1
SNORA51	1	11	1	4	13	34	8	2	5	12	16	5	10	10	2	2	1	1	4	0
SNORD86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD56	2	3	7	4	5	0	6	9	5	10	10	4	16	19	5	2	1	6	0	0
SNORD57	0	4	4	0	0	2	3	2	2	8	9	3	5	3	2	0	0	2	5	0
IDH3B	802	684	1055	791	769	2271	2684	1518	1141	3092	2823	1906	2432	1749	757	560	451	880	997	252
EBF4	4	3	2	2	5	6	142	70	62	163	143	103	835	693	230	159	20	36	11	4
CPXM1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	2	0	0	0	0
C20orf141	0	0	0	0	0	0	2	1	2	1	3	0	11	7	7	4	0	1	0	0
TMEM239	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	3	0	0	0	0
PCED1A	211	214	277	179	167	498	1232	759	595	1356	1240	1021	3527	2617	959	647	209	370	162	82
VPS16	202	195	266	179	146	507	1016	643	449	1113	1149	909	1385	972	388	257	149	284	237	67
PTPRA	1442	1431	1914	1160	1289	3416	2272	1363	1094	3000	2582	2034	2046	1646	695	461	485	1059	1137	189
GNRH2	0	0	0	0	0	0	5	1	2	3	2	1	14	10	1	1	0	1	0	1
MRPS26	111	91	210	130	106	344	2177	1224	970	2402	2269	1740	3176	1794	928	566	373	724	464	164
OXT	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AVP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBOX5-AS1	0	0	0	0	0	0	3	1	0	1	1	1	10	7	3	4	0	2	0	0
UBOX5	61	56	84	56	51	156	209	101	81	210	192	152	201	181	64	49	37	96	37	10
FASTKD5	266	232	425	203	271	752	1062	542	442	1465	1021	797	813	715	261	144	182	399	514	108
PROSAPIP1	142	161	240	195	133	489	377	208	179	398	407	346	845	709	271	176	57	91	28	21
DDRGK1	1067	1037	1482	1115	957	2851	2053	1199	916	2141	2167	1524	3872	2545	1170	764	372	708	488	88
ITPA	607	518	872	501	527	1543	1849	1030	850	1829	1799	1306	2846	1853	594	518	243	517	123	98
SLC4A11	393	368	584	474	395	1177	143	108	65	192	181	125	395	362	181	103	57	83	70	18
C20orf194	452	526	728	423	463	1450	632	320	236	636	559	460	506	476	118	65	125	205	161	51
ATRN	1786	1770	2944	1499	1556	4241	2696	1420	1124	3077	2505	1914	1702	1595	468	310	555	981	999	250
GFRA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ADAM33	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
SIGLEC1	0	0	0	0	0	0	1	0	1	0	0	0	5	0	1	0	0	0	3	1
HSPA12B	0	0	0	0	0	0	93	55	45	108	98	88	143	111	35	17	19	29	15	12
C20orf27	68	71	93	87	56	156	1642	939	690	1643	1537	1240	1492	1140	359	244	295	550	213	135
SPEF1	2	0	0	0	0	0	16	5	9	11	8	21	42	37	8	2	5	5	16	4
CENPB	466	468	670	493	450	1327	3806	2056	1402	3688	3658	2562	3209	2567	903	614	608	1059	367	221
CDC25B	260	262	390	342	291	976	5321	3038	2349	5788	5383	4037	6205	5435	2214	1627	1172	2072	1816	579
AP5S1	60	45	101	44	53	148	425	250	189	453	431	352	544	387	164	149	89	148	33	27
MAVS	2403	2136	3450	2112	2090	5977	4762	2604	1936	4903	4319	3399	3389	3407	1022	619	965	1683	813	244
PANK2	280	284	553	213	246	711	1033	588	495	1334	1077	911	567	561	168	139	194	417	449	102
MIR103A2	0	0	0	2	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0
MIR103B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF24	163	171	216	147	143	508	372	219	146	485	394	315	160	127	88	40	66	107	97	34
SMOX	76	56	96	95	72	259	2312	1356	1071	2901	2824	2148	3745	2763	2439	1541	384	761	517	250
LOC728228	0	0	0	0	0	0	13	6	5	23	33	16	168	144	87	93	4	11	2	1
ADRA1D	1	0	0	0	0	0	85	42	30	73	89	74	264	216	46	22	21	37	12	3
PRNP	5298	5468	9464	5128	5166	14422	3593	2123	1380	5069	4121	3021	2150	2723	561	384	813	1720	2333	430
PRND	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF2	2	0	0	1	0	0	2507	1456	1133	3158	2534	1926	1002	1025	609	337	458	845	822	188
SLC23A2	267	216	361	207	254	625	1753	1017	722	2467	1846	1486	5443	4674	1978	1078	395	609	539	117
TMEM230	764	671	1358	621	638	2011	2176	1231	798	3249	2237	1712	5166	5185	1710	700	465	1134	1217	201
PCNA	865	850	1387	710	717	1713	4557	2209	1568	7962	5253	3779	6144	7605	1613	649	894	2260	3352	653
PCNA-AS1	0	1	0	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS2	995	960	1465	837	859	2467	2864	1572	1244	3630	2975	2255	3042	2438	822	479	520	983	962	260
PROKR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC643406	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0
LINC00654	2	3	0	1	3	6	0	0	0	0	1	0	0	2	0	0	0	0	0	1
GPCPD1	865	889	1450	662	758	1940	622	333	217	1131	740	572	3698	4158	1389	593	139	298	322	78
C20orf196	37	13	20	18	33	86	77	41	38	118	83	49	203	131	57	37	19	35	28	6
CHGB	6	10	10	10	10	32	157	113	79	291	222	187	3637	3214	928	583	45	97	105	16
TRMT6	538	466	780	458	483	1571	831	461	394	1372	963	761	957	961	328	184	230	544	795	110
MCM8	220	177	322	178	136	520	1534	797	623	2355	1642	1159	382	427	108	72	307	729	1062	170
CRLS1	85	84	263	75	85	220	1414	740	431	1835	1178	908	1181	1603	453	240	260	478	540	127
LRRN4	4	0	4	3	3	16	2	0	1	0	4	0	3	4	0	2	1	1	0	0
FERMT1	1576	1375	2560	1625	1583	5596	620	381	248	824	613	483	257	270	122	84	148	288	312	80
BMP2	131	131	266	229	217	677	97	67	39	125	97	78	57	58	30	20	0	3	3	2
HAO1	1	0	0	0	0	0	0	0	0	1	0	1	40	40	0	2	0	0	0	0
TMX4	273	238	314	194	208	535	835	448	351	982	752	584	479	417	99	60	190	327	372	67
PLCB1	5	4	8	1	5	8	101	42	37	120	76	68	48	65	8	11	5	18	23	7
PLCB4	620	489	899	381	437	1306	824	388	326	1141	736	543	559	503	143	87	190	387	495	83
LAMP5	1	0	0	0	0	0	1	0	0	2	0	0	2	3	1	0	0	0	0	0
PAK7	11	20	15	7	9	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP25-AS1	0	1	0	0	0	0	10	1	3	19	3	10	14	10	4	2	0	3	4	0
ANKEF1	269	239	456	240	219	736	508	260	199	862	615	456	403	453	138	68	128	281	359	49
SNAP25	0	0	0	0	0	0	343	179	130	710	499	379	821	903	320	169	48	74	153	35
MKKS	562	482	879	528	529	1599	1975	1073	838	3343	2366	1732	2394	2193	890	501	358	849	1071	236
SLX4IP	64	64	127	35	49	141	79	33	39	88	77	60	45	42	20	7	17	35	48	14
JAG1	6233	5318	8626	5537	5846	17578	2760	1489	1206	3428	2811	2392	1354	1330	447	297	442	830	1153	320
LOC339593	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD3	208	175	296	146	132	472	754	478	346	1211	800	565	417	544	157	88	169	409	430	91
SPTLC3	185	198	329	113	114	354	7	1	0	14	2	6	7	6	1	1	2	1	2	0
ISM1	15	14	24	9	16	37	27	16	15	30	27	28	48	33	14	4	6	7	10	1
ISM1-AS1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0
TASP1	135	98	182	90	107	368	276	157	118	349	277	198	109	117	29	24	48	68	100	18
ESF1	510	459	917	415	479	1279	801	444	297	1571	1063	762	852	1330	266	136	209	668	840	107
NDUFAF5	152	144	183	131	141	327	412	211	146	560	382	317	440	278	107	81	51	148	167	49
SEL1L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MACROD2	10	11	13	12	15	24	7	9	3	20	8	7	7	17	3	2	2	4	5	2
FLRT3	558	573	1128	397	418	1179	334	160	151	669	406	327	357	404	70	57	43	96	174	45
MACROD2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KIF16B	761	586	982	546	602	1618	1083	607	494	1340	1090	857	410	399	106	91	230	518	592	102
SNRPB2	609	538	928	533	537	1459	1694	926	622	2887	1746	1331	2264	1975	912	367	449	999	1242	202
OTOR	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
PCSK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFSP1	56	56	105	48	54	129	170	101	72	210	182	134	249	221	57	37	50	144	158	24
DSTN	1356	1755	3634	1771	1466	3970	13567	7502	4694	21488	13503	10445	8497	8434	2371	1386	2692	5883	8987	1647
RRBP1	2140	2023	2975	2281	1994	6273	4040	2340	1879	5238	4855	3721	8306	6027	3449	2337	594	1139	1147	298
BANF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX5	660	614	1205	609	616	1791	4510	2478	1721	6685	4811	3338	3196	3008	830	515	1037	2303	3000	578
SNORD17	37	37	51	46	55	116	120	86	39	150	131	84	29	13	11	4	69	116	55	22
MGME1	223	211	394	160	186	483	1274	704	480	1787	1249	986	824	863	193	104	284	581	691	137
OVOL2	44	70	69	41	47	133	0	0	1	2	1	1	9	7	3	1	0	1	0	0
PET117	5	1	7	4	0	1	30	23	29	57	36	43	41	33	18	2	5	22	6	1
CSRP2BP	233	245	325	197	212	587	398	209	189	474	414	331	297	225	59	58	90	182	206	36
ZNF133	283	287	346	236	230	763	340	194	171	447	372	298	661	511	163	97	61	85	90	30
LINC00851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DZANK1	73	71	115	61	59	207	130	82	57	183	120	98	238	204	81	40	39	61	101	10
POLR3F	112	103	145	111	75	248	297	202	127	549	364	276	317	273	88	47	71	177	355	69
MIR3192	0	2	0	1	0	0	1	2	0	1	1	1	4	0	0	0	0	0	2	0
RBBP9	319	289	530	283	238	723	807	424	265	1087	768	517	334	376	124	50	184	359	402	97
SEC23B	1242	1025	1571	1057	1079	3430	2912	1572	1203	3874	3137	2406	1296	1157	435	338	485	1083	1634	398
LINC00493	154	144	223	129	137	488	803	534	336	1251	921	606	1733	1592	680	360	166	410	368	81
DTD1	567	489	771	489	531	1507	1992	1187	876	2467	2178	1418	1233	985	350	256	338	658	715	194
LINC00652	0	0	0	0	0	4	1	0	0	1	0	0	1	0	0	0	0	0	0	0
LOC100270804	15	33	34	13	21	30	35	16	4	45	22	25	86	61	13	4	5	16	23	4
C20orf78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC24A3	0	1	3	0	1	1	2	0	0	2	0	0	4	0	0	0	0	0	1	0
LOC100130264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIN2	990	886	1518	817	852	2232	1250	712	529	1462	1182	916	459	533	155	105	192	352	398	84
NAA20	1057	897	1481	942	934	2686	1890	996	768	2762	1929	1568	2730	2120	764	395	372	810	695	123
CRNKL1	313	261	489	198	214	669	1057	504	381	1568	968	773	626	552	204	107	250	511	670	98
C20orf26	0	1	3	2	0	2	3	3	2	8	2	2	2	4	2	0	0	2	3	0
INSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RALGAPA2	728	693	993	629	637	1902	560	299	273	736	594	484	478	404	110	85	123	176	203	39
PLK1S1	177	158	260	110	121	345	222	122	101	347	251	186	292	340	112	65	63	131	199	37
XRN2	1560	1354	2463	1404	1396	4160	4603	2476	1886	7198	5204	3850	1397	1638	469	348	908	2093	2669	461
NKX2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX1	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100270679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC284788	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC00261	0	0	0	1	0	0	79	43	21	80	58	46	130	114	30	17	32	49	44	8
FOXA2	34	26	35	30	13	65	840	459	380	987	907	701	1369	995	335	176	205	369	163	48
SSTR4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
THBD	372	453	760	227	182	569	1404	717	649	2041	1722	1456	211	184	36	23	38	66	91	27
CD93	2	2	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXT1	145	117	222	140	132	439	919	451	361	991	842	718	678	539	172	162	123	242	222	75
GZF1	146	146	252	120	122	376	618	409	261	912	684	436	301	315	119	46	160	313	405	86
NAPB	173	150	253	128	131	455	244	88	91	375	222	165	303	360	146	52	46	99	73	31
CSTL1	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CST11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CST8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CST13P	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CST9L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST3	1247	1236	1647	1159	1024	3263	3591	1868	1383	3756	3473	2629	9377	6643	3520	1985	628	1313	453	356
CST4	0	0	0	0	0	0	3	1	0	1	0	1	1	3	7	1	1	0	1	0
CST1	0	0	0	0	0	0	40	20	20	53	44	41	787	564	532	322	14	26	18	14
CST2	0	0	0	0	0	4	5	6	3	7	6	6	12	9	2	1	1	6	2	0
CST5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGTLC1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
FLJ33581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNDIG1	0	0	0	0	0	0	44	28	22	46	43	41	35	35	6	4	5	2	4	0
